a,h
MEZÂYÂ,mro1eye
MEZBELE,mro1bu1lh
MEZBUH,mdo1bu1wx
MEZBÛR,mro1bu1wr
MEZC,mro1xu1
MEZELLET,mdo1lbo2
MEZHEB,mdo1hbu1
MEZİYYÂT,mro1yebo2
MEZİYYET,mro1ybo2
MEZKÛR,mdo1kwr
MEZMÛM,mdo1mwm
MEZRA,mro1ra
MEZRA'A,mro1rah
MEZRÛ,mro1rwa
MEZUN,meo5do1wbo1
MEZUNEN,meo5do1wbo1e
MIKRAZ,mfo2rezo1
MINTAKA,mbo1tfo2h
MISBAH,mzbu1ex
MISDAK,mzdefo2
MISRA,mzrea
MITRAK,mtrfo2
MIZRAB,mzo1rbu1
MIZRAK,mro1refo2
MİÂD,mbu2aed
MİCMER,mxu1mr
MİDEVÎ,madwy
MİDHAT,mdxbo2
MİE,mebo5h
MİFTAH,mfo1bo2ex
MİĞFER,mao1fo1r
MÎH,mbu2xo1
MİHEKK,mxk
MİHEN,mxbo1
MİHMÂN,mhmebo1
MİHMANNEVAZ,mhmebo1 bo1wero1
MİHMANNÜVAZ,mhmebo1 bo1wero1
MİHMÂNSERÂ,mhmebo1 sre
MİHNET,mxbo1bo2
MİHR,mhr
MİHRAK,mxrefo2
MİHRBÂN,mhrbu1ebo1
MİHTER,mhbo2r
MİHVER,mxwr
MİK'AB,mkabu1
MÎKAT,mbu2fo2ebo2
MİKDAR,mfo2der
MİKRAZ,mfo2rezo1
MİKYAS,mfo2bu2es
MİL,mbu2l
MÎLÂD,mbu2led
MİLEL,mll
MİLHAFE,mlxfo1h
MİLK,mlk
MİLLET,mlbo2
MİLLÎ,mly
MİLLİYETPERVER,meybo2 bu3rwr
MİLLİYYE,mlbu2h
MÎNA,mbu2bo1e
MİNBA'D,mbo1 bu1ad
MİNELKADİM,mbo1 elfo2dym
MİNEN,mbo1bo1
MİNKALE,mbo1fo2lh
MİNKAR,mbo1fo2er
MİNKAŞ,mbo1fo2eso3
MİNNETDÂR,mbo1bo2der
MİNŞÂR,mbo1so3er
MİNVÂL,mbo1wel
MİRÂC,marexu1
MÎRAHUR,mbu2reo6xo1wr
MİRALAY,mbu2reo6ley
MİRÂREN,mrere
MİRASHÂR,mbu2rebo3 xo1wer
MİR'ÂT,mreo6bo2
MİRLİVA,mbu2rlwe
MİRSÂD,mrzed
MİRVAHA,mrwxh
MİRZA,mbu2rro1e
MÎSAK,mbu2bo3efo2
MİSKİN,mskbu2bo1
MİSKÎN,mskbu2bo1
MİSL,mbo3l
MÎŞÎN,mbu2so3bu2bo1
MİTHARA,mthrh
MÎVEDAR,mbu2wh der
MİYÂH,mbu2eh
MİYÂN,mbu2ebo1
MİYÂR,mabu2er
MİZÂC,mro1exu1
MÎZAN,mbu2ro1ebo1
MÛ,mw
MU‘ARRİF,marfo1
MUABBİR,mabu1r
MUACCEL,maxu1l
MUADDİL,madl
MUÂDELE,maedlh
MUÂDELET,maedlbo2
MUÂDİL,maedl
MUÂFİYET,maefo1bu2bo2
MUÂHEDE,maehdh
MUÂHEDENÂME,maehdh bo1emh
MUÂHEZE,mwo5exo1do1h
MUAHHAR,mwo5xo1r
MUAKKİB,mafo2bu1
MUALLA,maly
MUALLAK,malfo2
MUALLAKİYET,malfo2bu2bo2
MUALLİM,malm
MUALLİMÂT,malmebo2
MUALLİME,malmh
MUALLİMÎN,malmbu2bo1
MUAMELAT,maemlebo2
MUAMELE,maemlh
MUAMMA,mame
MUANBER,mabo1bu1r
MUÂNİD,maebo1d
MUANNİD,mabo1d
MUÂRAZA,maerzo1h
MUÂRIZ,maerzo1
MUARRÂ,mary
MUÂSIR,maezr
MUÂŞAKA,maeso3fo2h
MUÂVAZA,maewzo1h
MUAVENET,maewbo1bo2
MUAVİN,maewbo1
MUAYEDE,maeydh
MUAYYEN,mabu2bo1
MUAZZAM,mato1m
MUAZZEB,mado1bu1
MUAZZEZ,maro1ro1
MUBASSIR,mbu1zr
MÛCEZ,mwxu1ro1
MÛCİB,mwxu1bu1
MÛCİD,mwxu1d
MU'CİZÂT,maxu1ro1ebo2
MU'CİZEGÛ,maxu1ro1h ko7w
MUDHİKE,mzo1xkh
MUFASSALAN,mfo1zle
MUGÂLATA,mao1elth
MUGANNÎ,mao1bo1y
MUGANNİYE,mao1bo1bu2h
MUGÂYERET,mao1eyrbo2
MUGAYİR,mao1eyr
MUGÎLÂN,mao1bu2lebo1
MUĞBER,mao1bu1r
MUĞFİL,mao1fo1l
MUĞLAK,mao1lfo2
MUĞLAKİYET,mao1lfo2bu2bo2
MUHABBET,mxbu1bo2
MUHABERE,mxo1ebu1rh
MUHABİR,mxo1ebu1r
MUHÂCERET,mhexu1rbo2
MUHACİM,mhexu1m
MUHACİR,mhexu1r
MUHADDİR,mxo1dr
MUHADDİS,mxdbo3
MUHAFAZA,mxefo1to1h
MUHAFFEF,mxo1fo1fo1
MUHAFFİF,mxo1fo1fo1
MUHÂFIZ,mxefo1to1
MUHÂKEMAT,mxekmebo2
MUHAKEME,mxekmh
MUHAKKAK,mxfo2fo2
MUHAKKIK,mxfo2fo2
MUHÂL,mxel
MUHALEFET,mxo1elfo1bo2
MUHALLİL,mxll
MUHAMMEN,mxo1mbo1
MUHAMMER,mxo1mr
MUHAMMES,mxo1ms
MUHANNENS,mxo1bo1bo3
MUHANNET,mxbo1t
MUHAREBAT,mxerbu1ebo2
MUHAREBE,mxerbu1h
MUHARİB,mxerbu1
MUHARREMÂT,mxrmebo2
MUHARRER,mxrr
MUHARRİB,mxo1rbu1
MUHARRİK,mxrfo2
MUHARRİR,mxrr
MUHASARA,mxezrh
MUHASİB,mxesbu1
MUHASSALA,mxzlh
MUHASSAS,mxo1zz
MUHÂT,mxet
MUHATARA,mxo1etrh
MUHAVERE,mxewrh
MUHAYYEL,mxo1bu2l
MUHAYYİLE,mxo1bu2lh
MUHAYYİRÜLUKÛL,mxbu2relafo2wl
MUHBİR,mxo1bu1r
MUHIK,mxfo2
MUHİB,mxbu1
MÛHİŞ,mwxso3
MUHİT,mxbu2t
MUHTÂC,mxbo2exu1
MUHTARİYET,mxo1bo2erybo2
MUHTASAR,mxo1bo2zr
MUHTASARAN,mxo1bo2zre
MUHTEKİR,mxbo2kr
MUHTELEFÜNFÎH,mxo1bo2lfo1 fo1bu2h
MUHTELİF,mxo1bo2lfo1
MUHTELİT,mxo1bo2lt
MUHTEREM,mxbo2rm
MUHTERİZ,mxbo2rro1
MUHTEŞEM,mxbo2so3m
MUHTEVA,mxbo2we
MUHTEVÎ,mxbo2wy
MUHTEVİYAT,mxbo2wyebo2
MUHYÎ,mxbu2y
MUKÂBİL,mfo2ebu1l
MUKADDEM,mfo2dm
MUKADDEMÂ,mfo2dme
MUKADDERAT,mfo2drebo2
MUKADDES,mfo2ds
MUKADDESAT,mfo2dsebo2
MUKADDİME,mfo2dmh
MUKALLİD,mfo2ld
MUKANNA,mfo2bo1a
MUKANNİN,mfo2bo1bo1
MUKARREB,mfo2rbu1
MUKARRER,mfo2rr
MUKARRERAT,mfo2rrebo2
MUKASSIR,mfo2zr
MUKATTAR,mfo2tr
MUKAVELAT,mfo2ewlebo2
MUKAVELE,mfo2ewlh
MUKAVELENAME,mfo2ewlh bo1emh
MUKAVEMET,mfo2ewmbo2
MUKAVİM,mfo2ewm
MUKAVVÎ,mfo2wy
MUKÂYESE,mfo2eysh
MUKAYYED,mfo2bu2d
MUKAYYİ,mfo2bu2yc
MUKIRR,mfo2r
MUKÎM,mfo2bu2m
MUKNİ,mfo2bo1a
MUKTEBES,mfo2bo2bu1s
MUKTEDÂ,mfo2bo2de
MUKTEDÎ,mfo2bo2dy
MUKTEDİR,mfo2bo2dr
MUKTESİD,mfo2bo2zd
MUKTEZÎ,mfo2bo2zo1y
MÛMÂİLEYH,mwmy elbu2h
MÛMÂİLEYHİM,mwmy elbu2hm
MUMZA,mmzo1y
MUNFASIL,mbo1fo1zl
MUNİS,mwbo1s
MUNKALİB,mbo1fo2lbu1
MUNKARIZ,mbo1fo2rzo1
MUNSARİF,mbo1zrfo1
MUNSİF,mbo1zfo1
MUNTABIK,mbo1tbu1fo2
MUNTAZAM,mbo1bo2to1m
MUNTAZAMAN,mbo1bo2to1me
MUNTAZIR,mbo1bo2to1r
MUNZAM,mbo1zo1m
MÛR,mwr
MURABBA,mrbu1a
MURABBAUŞŞEKL,mrbu1a elso3kl
MURÂD,mred
MURÂFAA,mrefo1ah
MURAHHAS,mrxo1z
MURAKABE,mrefo2bu1h
MURAKIB,mrefo2bu1
MURAKKA,mrfo2a
MURASSA,mrza
MURG,mrao1
MURZİA,mrzo1ah
MUSÂB,mzebu1
MUSADİF,mzedfo1
MUSÂFAHA,mzefo1xh
MUSAHABE,mzexbu1h
MUSAHHAH,mzxx
MUSAHİB,mzexbu1
MUSALAHA,mzelxh
MUSANNİF,mzbo1fo1
MUSARRA,mzra
MUSATTAH,mstx
MUSAVVER,mzwr
MUSAVVİR,mzwr
MUSHAF,mzxfo1
MUSÎBET,mzbu2bu1bo2
MÛSİKÎŞİNAS,mwsbu2fo2y so3bo1es
MUSİR,mzr
MUSİRRANE,mzrebo1h
MUSTAKİM,msbo2fo2bu2m
MÛŞ,mwso3
MUŞAMMA,mso3ma
MÛŞİKÂFÂNE,mwso3kefo1ebo1h
MUŞT,mso3bo2
MU'TÂ,maty
MUTA'ASSIB,mbo2azbu1
MUTABIK,mtebu1fo2
MU'TÂD,mabo2ed
MU'TÂDE,mabo2edh
MUTÂLEBÂT,mtelbu1ebo2
MUTÂLEBE,mtelbu1h
MUTANTAN,mtbo1tbo1
MUTARRİDEN,mtrde
MUTASARRIF,mbo2zrfo1
MUTASAVVIFÂNE,mbo2zwfo1ebo1h
MUTÂVA'AT,mtewabo2
MUTAVATTIN,mbo2wtbo1
MUTAYEBE,mteybu1h
MUTAZAMMİN,mbo2zo1mbo1
MUTAZARRIR,mbo2zo1rr
MUTEBER,mabo2bu1r
MUTEDİL,mabo2dl
MUTEKİD,mabo2fo2d
MUTEMED,mabo2md
MUTÎ,mtbu2a
MU'TİYAT,matbu2ebo2
MUTLAK,mtlfo2
MUTLAKA,mtlfo2e
MUTRİB,mtrbu1
MUTTASIL,mbo2zl
MUVACEHE,mwexu1hh
MUVAFFAK,mwfo1fo2
MUVAFFAKİYET,mwfo1fo2bu2bo2
MUVAHHİŞ,mwxso3
MUVAKKAR,mwfo2r
MUVAKKAT,mwfo2bo2
MUVAKKATEN,mwfo2bo2e
MUVÂSALAT,mwezlebo2
MUVÂZATEN,mwero1ebo2e
MUVAZENE,mwero1bo1h
MUVAZİ,mwero1y
MUVAZZAF,mwto1fo1
MUZAFFERİYET,mto1fo1rybo2
MUZDARİP,mzo1trbu1
MUZIR,mzo1r
MUZLİM,mto1lm
MUZTARİB,mzo1trbu1
MÜBADELE,mbu1edlh
MÜBAHESAT,mbu1exbo3ebo2
MÜBAHESE,mbu1exbo3h
MÜBALAĞA,mbu1elao1h
MÜBAREK,mbu1erk
MÜBAREZE,mbu1erro1h
MÜBÂYAA,mbu1eyah
MÜBDİ,mbu1da
MÜBEŞŞİR,mbu1so3r
MÜBHEM,mbu1hm
MÜBİN,mbu1bu2bo1
MÜBREM,mbu1rm
MÜBTEDİ,mbu1bo2dy
MÜBTELA,mbu1bo2le
MÜBTENÎ,mbu1bo2bo1y
MÜBTEZEL,mbu1bo2do1l
MÜCADELE,mxu1edlh
MÜCAVİR,mxu1ewr
MÜCAZAT,mxu1ero1ebo2
MÜCBİR,mxu1bu1r
MÜCEDDİD,mxu1dd
MÜCEHHEZ,mxu1hro1
MÜCELLÂ,mxu1le
MÜCELLİD,mxu1ld
MÜCERREB,mxu1rbu1
MÜCERRED,mxu1rd
MÜCMELEN,mxu1mle
MÜCRİM,mxu1rm
MÜCTEMİ',mxu1bo2ma
MÜDAFAA,mdefo1ah
MÜDAHALE,mdexo1lh
MÜDAHENE,mdehbo1h
MÜDAVİM,mdewm
MÜDDEÎ,mday
MÜDDET,mdbo2
MÜDDET-İ MUVAKKATA,mdbo2 mwfo2bo2h
MÜDDET-İ TAHSİLİYE,mdbo2 bo2xzbu2lbu2h
MÜDEVVER,mdwr
MÜDHİŞ,mdhso3
MÜDHİŞE,mdhso3h
MÜDRİK,mdrk
MÜEBBEDEN,mwo5bu1de
MÜELLEFAT,mwo5lfo1ebo2
MÜELLİF,mwo5lfo1
MÜESSES,mwo5ss
MÜESSESAT,mwo5ssebo2
MÜESSESE,mwo5ssh
MÜESSİF,mwo5sfo1
MÜESSİR,mwo5bo3r
MÜESSİRİYET,mwo5bo3rybo2
MÜESSİS,mwo5ss
MÜEYYİDE,mwo5ydh
MÜFEKKİRE,mfo1krh
MÜFİD,mfo1bu2d
MÜFLİS,mfo1ls
MÜFREZE,mfo1rro1h
MÜFRİT,mfo1rt
MÜFSİD,mfo1sd
MÜFTEHİR,mfo1bo2xo1r
MÜFTEKİR,mfo1bo2fo2r
MÜFTERİ,mfo1bo2ry
MÜHEYYA,mhbu2e
MÜHEYYİC,mhbu2xu1
MÜHİM,mhm
MÜHİMMAT,mhmebo2
MÜHİMME,mhmh
MÜHLET,mhlbo2
MÜHLİK,mhlk
MÜHR,mhr
MÜHTEDÎ,mhbo2dy
MÜHTEZ,mhbo2ro1
MÜHÜRDAR,mhrder
MÜJE,mro3h
MÜJGAN,mro3ko7ebo1
MÜKÂFAT,mkefo1ebo2
MÜKÂLEME,mkelmh
MÜKÂTEBE,mkebo2bu1h
MÜKEDDER,mkdr
MÜKEMMELEN,mkmle
MÜKEMMELİYET,mkmlbu2bo2
MÜKERRER,mkrr
MÜKERREREN,mkrre
MÜKEYYİF,mkbu2fo1
MÜKTESEB,mkbo2sbu1
MÜKTESEBAT,mkbo2sbu1ebo2
MÜKTESEBE,mkbo2sbu1h
MÜLAKAT,mlefo2ebo2
MÜLAYİM,mleym
MÜLAZIM,mlero1m
MÜLAZIM-I EVVEL,mlero1m ewl
MÜLAZIM-I SÂNİ,mlero1m bo3ebo1y
MÜLEVVEN,mlwbo1
MÜLEVVES,mlwbo3
MÜLGA,mlao1e
MÜLHAKAT,mlxfo2ebo2
MÜLK,mlk
MÜLTECİ,mlbo2xu1y
MÜLTEFİT,mlbo2fo1bo2
MÜLÛK,mlwk
MÜMANE'ET,mmebo1abo2
MÜMASELET,mmebo3lbo2
MÜMASİL,mmebo3l
MÜMÂŞAT,mmeso3ebo2
MÜMESSİL,mmbo3l
MÜMEYYİZ,mmbu2ro1
MÜMEYYİZE,mmbu2ro1h
MÜMİN,mwo5mbo1
MÜMİNÎN,mwo5mbo1bu2bo1
MÜMKİN,mmkbo1
MÜMSİK,mmsk
MÜMTAZ,mmbo2ero1
MÜMTEHİN,mmbo2xbo1
MÜMTENİ,mmbo2bo1a
MÜMZÂ,mmzo1y
MÜNÂCAT,mbo1exu1ebo2
MÜNÂDİ,mbo1edy
MÜNAFIK,mbo1efo1fo2
MÜNÂKALAT,mbo1efo2lebo2
MÜNÂKASA,mbo1efo2zh
MÜNÂKAŞA,mbo1efo2so3h
MÜN'AKİD,mbo1afo2d
MÜN'AKİS,mbo1aks
MÜNAKKAŞ,mbo1fo2so3
MÜNASEBAT,mbo1esbu1ebo2
MÜNATİF,mbo1atfo1
MÜNÂVEBETEN,mbo1ewbu1ho2
MÜNAZA'ÂT,mbo1ero1aebo2
MÜNBAİS,mbo1bu1abo3
MÜNBİT,mbo1bu1bo2
MÜNCEMİD,mbo1xu1md
MÜNDEMİC,mbo1dmxu1
MÜNDERİCÂT,mbo1drxu1ebo2
MÜNEBBİH,mbo1bu1h
MÜNECCİM,mbo1xu1m
MÜNEKKİD,mbo1fo2d
MÜNEVVER,mbo1wr
MÜNFERİD,mbo1fo1rd
MÜNHAL,mbo1xl
MÜNHASIR,mbo1xzr
MÜNHASIRAN,mbo1xzre
MÜNHEZİM,mbo1hro1m
MÜN'İM,mbo1am
MÜNKASIM,mbo1fo2sm
MÜNKER,mbo1kr
MÜNKESİR,mbo1ksr
MÜNKİR,mbo1kr
MÜNTAHAB,mbo1bo2xo1bu1
MÜNTAHABAT,mbo1bo2xo1bu1ebo2
MÜNTAKİM,mbo1bo2fo2m
MÜNTEHA,mbo1bo2he
MÜNTESİB,mbo1bo2sbu1
MÜNTEŞİR,mbo1bo2so3r
MÜPHEM,mbu1hm
MÜPTELÂ,mbu1bo2le
MÜRÂAT,mreaebo2
MÜRACAAT,mrexu1abo2
MÜRADİF,mredfo1
MÜRAİ,mrebo5y
MÜRASELÂT,mreslebo2
MÜRASELE,mreslh
MÜRDE,mrdh
MÜREBBÎ,mrbu1y
MÜRECCAH,mrxu1x
MÜREFFEH,mrfo1h
MÜREKKEB,mrkbu1
MÜRETTEB,mrbo2bu1
MÜRETTİB,mrbo2bu1
MÜREVVİC,mrwxu1
MÜRG,mrao1
MÜRGÂB,mrao1ebu1
MÜRİD,mryd
MÜRŞİD,mrso3d
MÜRTECİ,mrbo2xu1a
MÜRTED,mrbo2d
MÜRTEFİ,mrbo2fo1a
MÜRTEHEN,mrbo2hbo1
MÜRTEİŞ,mrbo2aso3
MÜRTEKİB,mrbo2kbu1
MÜRTEŞÎ,mrbo2so3y
MÜRÛR,mrwr
MÜRÛR-İ ZAMAN,mrwr ro1mebo1
MÜRÜVVET,mrwbo2
MÜSAADE,mseadh
MÜSAADEKÂR,mseadh ker
MÜSABAKA,msebu1fo2h
MÜSABIK,msebu1fo2
MÜSADEME,mzedmh
MÜSADERE,mzedrh
MÜSÂDİF,mzedfo1
MÜSAFİR,msefo1r
MÜSAİD,msead
MÜSALAHA,mzelxh
MÜSALEMETKÂR,mselmbo2 ker
MÜSÂMAHA,msemxh
MÜSÂMAHAKÂR,msemxh ker
MÜSAMERE,msemrh
MÜSÂVAT,msewebo2
MÜSBET,mbo3bu1bo2
MÜSEBBİB,msbu1bu1
MÜSECCEL,msxu1l
MÜSEKKİN,mskbo1
MÜSEKKİT,mskbo2
MÜSELLAH,mslx
MÜSELLEME,mslmh
MÜSELLES,mbo3lbo3
MÜSELLESAT,mbo3lbo3ebo2
MÜSELLESÜŞŞEKL,mbo3lbo3 elso3kl
MÜSELMÂN,mslmebo1
MÜSELSEL,mslsl
MÜSEMMA,msmy
MÜSHİL,mshl
MÜSİN,msbo1
MÜSKİRAT,mskrebo2
MÜSLİM,mslm
MÜSMİR,mbo3mr
MÜSMİRİYET,mbo3mrybo2
MÜSRİF,msrfo1
MÜSTAB'ED,msbo2bu1ad
MÜSTA'FÎ,msbo2afo1y
MÜSTAĞNÎ,msbo2ao1bo1y
MÜSTAHAK,msbo2xfo2
MÜSTAHDEM,msbo2xo1dm
MÜSTAHDEMÎN,msbo2xo1dmbu2bo1
MÜSTAİD,msbo2ad
MÜSTAKİL,msbo2fo2l
MÜSTAKİLLEN,msbo2fo2le
MÜSTAKRAZA,msbo2fo2rzo1h
MÜSTAMEL,msbo2aml
MÜSTA'MERE,msbo2amrh
MÜSTANTIK,msbo2bo1tfo2
MÜSTEBİD,msbo2bu1d
MÜSTE'CİR,msbo2eo5xu1r
MÜSTEHLİK,msbo2hlk
MÜSTEHZİ,msbo2hro1y
MÜSTEMLEKE,msbo2mlkh
MÜSTENİD,msbo2bo1d
MÜSTENİDEN,msbo2bo1de
MÜSTERİH,msbo2ryx
MÜSTESNÂ,msbo2bo3bo1y
MÜSTEŞAR,msbo2so3er
MÜSTEŞRİK,msbo2so3rfo2
MÜSVEDDE,mswdh
MÜŞABEHET,mso3ebu1hbo2
MÜŞABİH,mso3ebu1h
MÜŞAHEDÂT,mso3ehdebo2
MÜŞÂHEDE,mso3ehdh
MÜŞAHHAS,mso3xo1z
MÜŞARİK,mso3erk
MÜŞARÜNİLEYH,mso3er elbu2h
MÜŞA'ŞA,mso3aso3a
MÜŞAVERE,mso3ewrh
MÜŞEKKEL,mso3kl
MÜŞEVVEŞ,mso3wso3
MÜŞFİK,mso3fo1fo2
MÜŞİR,mso3bu2r
MÜŞKİL,mso3kl
MÜŞKİLÂT,mso3klebo2
MÜŞKİLPESEND,mso3kl bu3sbo1d
MÜŞT,mso3bo2
MÜŞTAİL,mso3bo2al
MÜŞTAK,mso3bo2efo2
MÜŞTEHİR,mso3bo2hr
MÜŞTEKİ,mso3bo2ky
MÜŞTEMİLAT,mso3bo2mlebo2
MÜŞTEREKEN,mso3bo2rke
MÜTALAA,mtelah
MÜTAREKE,mbo2erkh
MÜTEADDİD,mbo2add
MÜTEAFFİN,mbo2afo1bo1
MÜTEAHHİD,mbo2ahd
MÜTEAKİB,mbo2aefo2bu1
MÜTEALLİK,mbo2alfo2
MÜTEALLİM,mbo2alm
MÜTEAMMİM,mbo2amm
MÜTEANNİD,mbo2abo1d
MÜTEÂRİFE,mbo2aerfo1h
MÜTEASSIB,mbo2azbu1
MÜTEBAHHİR,mbo2bu1xr
MÜTEBAHHİRANE,mbo2bu1xrebo1h
MÜTEBAKİ,mbo2bu1efo2y
MÜTEBARİZ,mbo2bu1erro1
MÜTEBASBIS,mbo2bu1zbu1z
MÜTEBESSİM,mbo2bu1sm
MÜTECÂNİS,mbo2xu1ebo1s
MÜTECÂVİZ,mbo2xu1ewro1
MÜTECEDDİD,mbo2xu1dd
MÜTECELLÎ,mbo2xu1ly
MÜTECESSİS,mbo2xu1ss
MÜTECESSİSÂNE,mbo2xu1ssebo1h
MÜTEDAİR,mbo2debo5r
MÜTEDEYYİN,mbo2dybo1
MÜTEEHHİL,mbo2eo5hl
MÜTEELLİM,mbo2eo5lm
MÜTEESSİF,mbo2eo5sfo1
MÜTEESSİFÂNE,mbo2eo5sfo1ebo1h
MÜTEESSİR,mbo2eo5bo3r
MÜTEEZZÎ,mbo2eo5do1y
MÜTEFEKKİR,mbo2fo1kr
MÜTEFEKKİRANE,mbo2fo1krebo1h
MÜTEFELSİFÂNE,mbo2fo1lsfo1ebo1h
MÜTEFENNİN,mbo2fo1bo1bo1
MÜTEFERRİK,mbo2fo1rfo2
MÜTEFESSİH,mbo2fo1sxo1
MÜTEGALLİB,mbo2ao1lbu1
MÜTEGÂYİR,mbo2ao1eyr
MÜTEHACCİR,mbo2xxu1r
MÜTEHALİF,mbo2xo1elfo1
MÜTEHAMMİL,mbo2xml
MÜTEHARRÎ,mbo2xry
MÜTEHARRİK,mbo2xrk
MÜTEHASSIS,mbo2xo1zz
MÜTEHASSİR,mbo2xsr
MÜTEHASSİS,mbo2xss
MÜTEHÂŞİ,mbo2xeso3y
MÜTEHAVVİL,mbo2xwl
MÜTEHAYYİR,mbo2xbu2r
MÜTEKÂBİL,mbo2fo2ebu1l
MÜTEKÂBİLE,mbo2fo2ebu1lh
MÜTEKÂBİLEN,mbo2fo2ebu1le
MÜTEKADDİM,mbo2fo2dm
MÜTEKAİD,mbo2fo2ead
MÜTEKAMİL,mbo2keml
MÜTEKEBBİR,mbo2kbu1r
MÜTEKEDDİR,mbo2kdr
MÜTEKELLİM,mbo2klm
MÜTELEBBİS,mbo2lbu1s
MÜTELEVVİN,mbo2lwbo1
MÜTEMADİ,mbo2medy
MÜTEMADİYEN,mbo2medye
MÜTEMAYİL,mbo2meyl
MÜTEMEDDİN,mbo2mdbo1
MÜTEMELLİK,mbo2mlk
MÜTEMERKİZ,mbo2mrkro1
MÜTEMEVVİC,mbo2mwxu1
MÜTEMEVVİL,mbo2mwl
MÜTEMMİM,mbo2mm
MÜTENÂHİ,mbo2bo1ehy
MÜTENASİB,mbo2bo1esbu1
MÜTENAVİB,mbo2bo1ewbu1
MÜTENÂZIR,mbo2bo1eto1r
MÜTENEFFİZÂN,mbo2bo1fo1do1ebo1
MÜTENEVVİ,mbo2bo1wa
MÜTERADİF,mbo2redfo1
MÜTERAFİK,mbo2refo1fo2
MÜTERCEM,mbo2rxu1m
MÜTERCİM,mbo2rxu1m
MÜTESADİF,mbo2zedfo1
MÜTESÂVİ,mbo2sewy
MÜTESÂVİYEN,mbo2sewye
MÜTESELLİ,mbo2sly
MÜTESELSİL,mbo2slsl
MÜTESELSİLEN,mbo2slsle
MÜTEŞÂİR,mbo2so3ear
MÜTEŞEBBİS,mbo2so3bu1bo3
MÜTEŞEKKÎ,mbo2so3ky
MÜTEŞEKKİL,mbo2so3kl
MÜTEŞEKKİR,mbo2so3kr
MÜTEŞETTİT,mbo2so3bo2bo2
MÜTETEBBİ,mbo2bo2bu1a
MÜTEVAKKIF,mbo2wfo2fo1
MÜTEVALİYEN,mbo2welbu2e
MÜTEVATTIN,mbo2wtbo1
MÜTEVÂZI,mbo2wezo1a
MÜTEVÂZIYÂNE,mbo2wezo1bu2ebo1h
MÜTEVAZİN,mbo2wero1bo1
MÜTEVECCİH,mbo2wxu1h
MÜTEVECCİHEN,mbo2wxu1he
MÜTEVEFFÂ,mbo2wfo1e
MÜTEVEKKİL,mbo2wkl
MÜTEVELLÎ,mbo2wly
MÜTEVELLİD,mbo2wld
MÜTEVERRİM,mbo2wrm
MÜTEYAKKIZ,mbo2bu2fo2to1
MÜTEZÂYİD,mbo2ro1eyd
MÜTEZELZİL,mbo2ro1lro1l
MÜTTEFİK,mbo2fo1fo2
MÜTTEHİD,mbo2xd
MÜVEKKİL,mwkl
MÜVERRAH,mwrxo1
MÜVERRİH,mwrxo1
MÜVERRİHİN,mwrxo1bu2bo1
MÜZAHERET,mto1ehrbo2
MÜZAHREFAT,mro1xo1rfo1ebo2
MÜZAKERE,mdo1ekrh
MÜZAYEDE,mro1eydh
MÜZEHHEB,mdo1hbu1
MÜZEKKER,mdo1kr
MÜZEVVİR,mro1wr
MÜZEYYEN,mro1ybo1
MÜZMİN,mro1mbo1
NÂ,bo1e
NÂÂŞNÂ,bo1e eo6so3bo1e
NAAT,bo1abo2
NÂB,bo1ebu1
NÂBECÂ,bo1ebu1xu1e
NÂBEHRE,bo1ebu1hrh
NÂBEKÂR,bo1ebu1ker
NÂBÎNA,bo1ebu1bu2bo1e
NÂBÛD,bo1ebu1wd
NABZ,bo1bu1zo1
NABZGÎR,bo1bu1zo1 ko7bu2r
NÂCÎ,bo1exu1y
NÂCİNS,bo1exu1bo1s
NÂÇÂR,bo1exu3er
NÂÇÎZ,bo1exu3bu2ro1
NÂDÂN,bo1edebo1
NÂDÎ,bo1edy
NÂDİM,bo1edm
NÂDİR,bo1edr
NÂDİRÂT,bo1edrebo2
NÂDİRE,bo1edrh
NÂDİREN,bo1edre
NÂEHL,bo1eeo5hl
NÂF,bo1efo1
NAFAKA,bo1fo1fo2h
NÂFE,bo1efo1h
NÂFERCÂM,bo1efo1rxu1em
NÂFIA,bo1efo1ah
NÂFİLE,bo1efo1lh
NÂFİZ,bo1efo1do1
NÂGÂH,bo1eko7eh
NÂGEHAN,bo1eko7hebo1
NAĞAMÂT,bo1ao1mebo2
NAĞME,bo1ao1mh
NAĞZ,bo1ao1ro1
NÂHAK,bo1exfo2
NÂHALEF,bo1exo1lfo1
NAHÇÎR,bo1xo1xu3bu2r
NÂHENCÂR,bo1ehbo1xu1er
NÂHİD,bo1ehbu2d
NAHİF,bo1xbu2fo1
NÂHİYE,bo1exbu2h
NAHLİSTAN,bo1xo1lsbo2ebo1
NÂHOŞ,bo1exo1wso3
NAHS,bo1xs
NÂHUN,bo1exo1bo1
NAHV,bo1xw
NAHVET,bo1xo1wbo2
NAHVÎ,bo1xwy
NÂİB,bo1ebo5bu1
NÂİL,bo1ebo5l
NÂİM,bo1ebo5m
NÂKA,bo1efo2h
NAKD,bo1fo2d
NAKDEN,bo1fo2de
NÂKES,bo1eks
NÂKIS,bo1efo2z
NAKIŞ,bo1fo2so3
NAKİB,bo1fo2bu2bu1
NÂKİL,bo1efo2l
NAKÎSA,bo1fo2bu2zh
NAKÎSE,bo1fo2bu2zh
NAKKAD,bo1fo2ed
NAKKAL,bo1fo2el
